Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T056_018,SE_T056_019,SE_T056_020,SE_T056_021,SE_T056_022,SE_T056_023,SE_T056_024,SE_T056_025,SE_T056_026,SE_T056_027,SE_T056_028,SE_T056_029,SE_T056_030,SE_T056_031,SE_T057_001,SE_T057_002,SE_T057_003,SE_T057_004,SE_T057_005,SE_T057_006,SE_T057_007,SE_T057_008,SE_T057_009,SE_T057_010,SE_T057_011,SE_T057_012,SE_T057_013,SE_T057_014,SE_T057_015,SE_T057_016,SE_T057_017,SE_T057_018,SE_T057_019,SE_T057_020,SE_T057_021,SE_T057_022
"Census Tract 9713","Census Tract 9713, Fulton County, New York","5403413","21816","140","00","1","2","36035971300","36","035","17",,"971300",4702,4702,2253.784,2.08626951167341,2.094693,2.08627,0.008423205,4702,4472,34,5,74,2,28,87,4702,4583,4397,28,3,74,2,6,73,119,75,6,2,0,0,22,14,4702,4583,119,14,82,7,1,5,0,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,3,0,5,73,24,0,0,0,0,16,3,0,0,7,8,0,0,0,0,0,0,1,6,0,8
"Census Tract 9714","Census Tract 9714, Fulton County, New York","67555017","71042","140","00","1","2","36035971400","36","035","17",,"971400",3646,3646,139.7838,26.0831386091364,26.11057,26.08314,0.02742947,3646,3502,61,5,14,1,10,53,3646,3578,3451,54,5,14,1,6,47,68,51,7,0,0,0,4,6,3646,3578,68,3,35,2,3,4,4,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,18,1,0,0,17,14,4,0,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,1,0,0,0
"Census Tract 9715","Census Tract 9715, Fulton County, New York","82158344","20872506","140","00","1","2","36035971500","36","035","17",,"971500",5260,5260,165.8181,31.7215153120401,39.78043,31.72152,8.05892,5260,5114,36,17,27,2,4,60,5260,5164,5030,36,14,27,0,0,57,96,84,0,3,0,2,4,3,5260,5164,96,6,55,8,9,6,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11,6,2,0,3,27,0,0,0,0,0,18,3,0,1,2,2,0,0,0,0,0,0,0,0,0,1
"Census Tract 9501","Census Tract 9501, Hamilton County, New York","1215294900","121677830","140","00","1","2","36041950100","36","041","12",,"950100",1044,1044,2.224931,469.22798406788,516.2081,469.228,46.98008,1044,1018,11,3,4,0,1,7,1044,1028,1006,9,3,4,0,0,6,16,12,2,0,0,0,1,1,1044,1028,16,1,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 9503","Census Tract 9503, Hamilton County, New York","652159739","37396757","140","00","1","2","36041950300","36","041","12",,"950300",1352,1352,5.369334,251.800295599825,266.2393,251.8003,14.43897,1352,1322,8,3,4,0,2,13,1352,1339,1312,8,3,4,0,1,11,13,10,0,0,0,0,1,2,1352,1339,13,2,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Census Tract 9504","Census Tract 9504, Hamilton County, New York","777306469","7970710","140","00","1","2","36041950400","36","041","12",,"950400",1269,1269,4.228312,300.119728740056,303.1972,300.1197,3.077508,1269,1220,12,2,7,0,1,27,1269,1256,1210,12,2,7,0,0,25,13,10,0,0,0,0,1,2,1269,1256,13,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Census Tract 9505","Census Tract 9505, Hamilton County, New York","1803214857","67168772","140","00","1","2","36041950500","36","041","12",,"950500",1171,1171,1.681927,696.225174788455,722.1592,696.2252,25.93401,1171,1145,4,3,9,4,0,6,1171,1162,1136,4,3,9,4,0,6,9,9,0,0,0,0,0,0,1171,1162,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,9,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 110.02","Census Tract 110.02, Herkimer County, New York","349607039","3562836","140","00","1","2","36043011002","36","043","17",,"011002",3217,3217,23.83245,134.984038536086,136.3596,134.984,1.375619,3217,3156,12,5,12,0,14,18,3217,3174,3130,10,1,12,0,4,17,43,26,2,4,0,0,10,1,3217,3174,43,8,7,2,3,3,1,1,1,0,0,0,0,14,0,5,0,0,0,0,4,5,0,0,6,3,0,0,3,12,3,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0
"Census Tract 115.01","Census Tract 115.01, Herkimer County, New York","271222200","11111881","140","00","1","2","36043011501","36","043","17",,"011501",3138,3138,29.96577,104.7194844146,109.0098,104.7195,4.290321,3138,3088,4,17,11,0,3,15,3138,3107,3060,4,17,11,0,0,15,31,28,0,0,0,0,3,0,3138,3107,31,10,17,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Census Tract 115.02","Census Tract 115.02, Herkimer County, New York","1828197856","96864480","140","00","1","2","36043011502","36","043","17",,"011502",2258,2258,3.198884,705.871180870336,743.2708,705.8712,37.39959,2258,2202,9,7,8,0,2,30,2258,2236,2185,9,7,8,0,0,27,22,17,0,0,0,0,2,3,2258,2236,22,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,9,8,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 702","Census Tract 702, Montgomery County, New York","4224997","459799","140","00","1","2","36057070200","36","057","17",,"070200",2380,2380,1458.977,1.63128053102949,1.80881,1.631281,0.1775294,2380,1968,86,6,39,5,214,62,2380,1801,1668,53,4,37,0,1,38,579,300,33,2,2,5,213,24,2380,1801,579,2,490,12,17,23,7,8,0,0,4,4,0,3,0,0,0,1,0,0,0,0,2,0,32,13,6,0,13,39,28,0,0,0,0,3,3,0,0,0,2,0,0,0,2,0,0,0,0,0,1
"Census Tract 703","Census Tract 703, Montgomery County, New York","743197","0","140","00","1","2","36057070300","36","057","17",,"070300",2182,2182,7604.113,0.286949978146617,0.28695,0.28695,0,2182,1547,127,11,18,0,345,134,2182,1370,1179,94,2,18,0,18,59,812,368,33,9,0,0,327,75,2182,1370,812,9,703,9,28,23,12,3,0,1,1,6,0,8,0,0,0,1,5,0,2,0,0,0,32,9,1,2,20,18,13,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 704","Census Tract 704, Montgomery County, New York","1246050","211389","140","00","1","2","36057070400","36","057","17",,"070400",2128,2128,4423.173,0.481102615147252,0.5627204,0.4811026,0.08161775,2128,1864,61,4,22,2,105,70,2128,1743,1631,49,1,19,2,5,36,385,233,12,3,3,0,100,34,2128,1743,385,7,305,12,14,14,8,1,3,0,2,0,0,19,4,0,0,5,7,0,3,0,0,0,14,0,0,0,14,22,9,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6
"Census Tract 705","Census Tract 705, Montgomery County, New York","2377610","0","140","00","1","2","36057070500","36","057","17",,"070500",2779,2779,3027.232,0.91800039227981,0.9180004,0.9180004,0,2779,2413,65,10,44,0,195,52,2779,2303,2160,51,8,44,0,7,33,476,253,14,2,0,0,188,19,2779,2303,476,21,342,11,27,23,16,2,1,0,1,3,0,19,0,1,0,4,11,0,2,0,0,1,33,8,3,0,22,42,14,0,0,0,0,12,6,0,0,0,4,0,0,0,5,0,0,1,0,0,0
"Census Tract 706","Census Tract 706, Montgomery County, New York","1096087","59647","140","00","1","2","36057070600","36","057","17",,"070600",2052,2052,4848.753,0.42320157467911,0.4462314,0.4232016,0.02302984,2052,1582,77,19,11,0,290,73,2052,1433,1329,51,8,11,0,2,32,619,253,26,11,0,0,288,41,2052,1433,619,10,514,12,32,13,8,0,0,3,0,2,0,17,0,0,0,7,0,0,9,0,1,0,21,0,0,0,21,11,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Census Tract 707","Census Tract 707, Montgomery County, New York","1826945","58105","140","00","1","2","36057070700","36","057","17",,"070700",2595,2595,3678.829,0.705387438088516,0.7278219,0.7053874,0.02243447,2595,2308,97,6,3,0,113,68,2595,2265,2133,74,6,3,0,1,48,330,175,23,0,0,0,112,20,2595,2265,330,5,253,6,37,16,15,0,0,0,1,0,0,4,1,0,0,3,0,0,0,0,0,0,9,0,0,0,9,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 708","Census Tract 708, Montgomery County, New York","2337477","6788","140","00","1","2","36057070800","36","057","17",,"070800",2888,2888,3199.982,0.902504953690905,0.9051258,0.902505,0.002620862,2888,2244,116,27,19,0,359,123,2888,2023,1868,69,12,16,0,4,54,865,376,47,15,3,0,355,69,2888,2023,865,15,677,13,39,37,18,6,3,1,0,9,0,33,0,0,0,7,26,0,0,0,0,0,51,0,2,0,49,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,2,0,0
"Census Tract 709","Census Tract 709, Montgomery County, New York","1330357","217866","140","00","1","2","36057070900","36","057","17",,"070900",1616,1616,3146.088,0.513653731214199,0.5977722,0.5136538,0.08411854,1616,1037,83,20,9,0,411,56,1616,809,713,55,12,5,0,1,23,807,324,28,8,4,0,410,33,1616,809,807,33,639,5,45,36,18,9,3,0,0,6,0,4,0,0,0,2,2,0,0,0,0,0,45,1,10,8,26,9,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,3
"Census Tract 721","Census Tract 721, Montgomery County, New York","76925350","1899522","140","00","1","2","36057072100","36","057","17",,"072100",5566,5566,187.4008,29.7010457191307,30.43446,29.70105,0.7334096,5566,5349,49,10,44,1,63,50,5566,5356,5228,42,8,44,0,4,30,210,121,7,2,0,1,59,20,5566,5356,210,13,152,0,12,18,14,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14,3,1,0,10,44,17,0,0,0,0,6,6,0,0,0,10,0,0,0,0,0,0,3,0,0,2
"Census Tract 722","Census Tract 722, Montgomery County, New York","89823180","1844385","140","00","1","2","36057072200","36","057","17",,"072200",3844,3844,110.839,34.6809267069963,35.39305,34.68093,0.7121211,3844,3756,14,8,21,0,6,39,3844,3761,3684,14,6,21,0,0,36,83,72,0,2,0,0,6,3,3844,3761,83,13,30,3,0,12,8,1,0,3,0,0,0,7,0,0,0,3,3,0,0,1,0,0,18,1,2,0,15,21,4,0,0,0,0,3,9,0,0,0,4,0,0,0,0,0,0,1,0,0,0
"Census Tract 723","Census Tract 723, Montgomery County, New York","106375515","1629639","140","00","1","2","36057072300","36","057","17",,"072300",3240,3240,78.88621,41.071816548957,41.70102,41.07182,0.6292071,3240,3171,6,9,18,0,5,31,3240,3195,3146,6,3,18,0,1,21,45,25,0,6,0,0,4,10,3240,3195,45,13,11,2,4,3,0,0,0,0,0,3,0,9,0,0,4,0,5,0,0,0,0,0,3,0,0,0,3,18,8,0,0,0,0,2,2,0,0,2,3,0,0,1,0,0,0,0,0,0,0
"Census Tract 727","Census Tract 727, Montgomery County, New York","231141290","2930865","140","00","1","2","36057072700","36","057","17",,"072700",4222,4222,47.30842,89.2441571157859,90.37577,89.24416,1.131613,4222,4059,51,9,36,3,32,32,4222,4084,3964,43,9,36,3,2,27,138,95,8,0,0,0,30,5,4222,4084,138,14,52,0,0,10,2,6,1,1,0,0,0,11,0,0,2,0,9,0,0,0,0,0,51,2,1,0,48,36,6,0,0,0,0,16,2,0,0,3,2,0,0,0,6,0,0,0,1,0,0
"Census Tract 728","Census Tract 728, Montgomery County, New York","238334524","5819300","140","00","1","2","36057072800","36","057","17",,"072800",4069,4069,44.21794,92.0214796361991,94.26833,92.02148,2.246844,4069,3909,27,3,41,2,30,57,4069,3960,3852,23,3,41,1,1,39,109,57,4,0,0,1,29,18,4069,3960,109,16,58,2,1,10,5,5,0,0,0,0,0,9,1,0,3,3,0,0,2,0,0,0,13,4,2,0,7,41,13,0,0,0,0,10,1,0,2,3,2,0,0,0,0,0,0,0,0,0,10
"Census Tract 401","Census Tract 401, Rensselaer County, New York","1646816","240449","140","00","1","2","36083040100","36","083","18",,"040100",4582,4582,7206.224,0.635839239409603,0.7286771,0.6358392,0.09283789,4582,3518,673,8,20,0,132,231,4582,4200,3341,630,7,17,0,14,191,382,177,43,1,3,0,118,40,4582,4200,382,16,296,15,12,7,0,1,0,0,5,1,0,11,6,0,0,0,3,0,0,0,2,0,25,5,3,0,17,20,7,0,0,0,0,2,5,0,0,1,2,0,0,0,0,0,0,0,3,0,0
"Census Tract 402","Census Tract 402, Rensselaer County, New York","1261422","154820","140","00","1","2","36083040200","36","083","18",,"040200",4182,4182,8586.603,0.48703777778121,0.5468141,0.4870378,0.05977634,4182,3386,504,8,20,2,92,170,4182,3940,3296,463,4,16,2,14,145,242,90,41,4,4,0,78,25,4182,3940,242,31,160,9,9,9,4,0,2,3,0,0,0,7,0,0,0,3,3,0,0,0,1,0,17,1,7,0,9,20,1,0,0,0,0,3,8,0,0,0,3,0,0,0,5,0,0,0,0,0,0
"Census Tract 403","Census Tract 403, Rensselaer County, New York","988039","299941","140","00","1","2","36083040300","36","083","18",,"040300",3069,3069,8044.898,0.381484006875708,0.4972919,0.381484,0.1158079,3069,2184,590,13,17,0,93,172,3069,2794,2078,537,9,17,0,11,142,275,106,53,4,0,0,82,30,3069,2794,275,24,212,0,12,10,2,0,0,0,7,1,0,6,0,0,0,1,1,0,2,0,2,0,11,1,5,0,5,17,8,0,0,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,1,0,1
"Census Tract 404","Census Tract 404, Rensselaer County, New York","773941","237585","140","00","1","2","36083040400","36","083","18",,"040400",2432,2432,8138.67,0.298820303414533,0.3905524,0.2988203,0.09173208,2432,1012,1036,11,14,0,178,181,2432,2000,882,954,7,12,0,13,132,432,130,82,4,2,0,165,49,2432,2000,432,32,323,1,29,6,0,0,1,0,3,2,0,3,0,0,0,2,1,0,0,0,0,0,38,10,2,0,26,14,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"Census Tract 405","Census Tract 405, Rensselaer County, New York","832971","0","140","00","1","2","36083040500","36","083","18",,"040500",2125,2125,6607.342,0.321611914804238,0.3216119,0.3216119,0,2125,1016,782,15,28,1,137,146,2125,1783,918,731,10,25,1,6,92,342,98,51,5,3,0,131,54,2125,1783,342,11,264,0,20,9,0,0,1,0,6,2,0,5,1,0,0,0,4,0,0,0,0,0,33,1,8,0,24,22,11,0,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 406","Census Tract 406, Rensselaer County, New York","751583","0","140","00","1","2","36083040600","36","083","18",,"040600",2546,2546,8773.628,0.29018783098609,0.2901878,0.2901878,0,2546,1741,381,7,271,5,48,93,2546,2382,1673,354,5,269,3,4,74,164,68,27,2,2,2,44,19,2546,2382,164,18,68,10,8,6,0,1,1,0,1,3,0,33,2,0,0,18,7,1,4,0,1,0,21,6,2,0,13,266,78,0,0,5,1,114,9,0,0,6,22,0,9,0,3,0,8,3,2,0,6
"Census Tract 407","Census Tract 407, Rensselaer County, New York","1728972","179043","140","00","1","2","36083040700","36","083","18",,"040700",5001,5001,7491.463,0.667559849698145,0.7366887,0.6675599,0.06912889,5001,3397,1001,16,291,1,129,166,5001,4603,3204,943,10,288,1,12,145,398,193,58,6,3,0,117,21,5001,4603,398,49,234,9,21,21,2,4,0,4,9,2,0,19,3,0,1,7,3,0,3,1,1,0,45,3,4,0,38,287,100,5,0,18,0,87,12,0,3,1,13,0,0,0,32,1,7,3,2,0,3
"Census Tract 408","Census Tract 408, Rensselaer County, New York","329129","42285","140","00","1","2","36083040800","36","083","18",,"040800",1696,1696,13346.19,0.127077422752538,0.1434038,0.1270774,0.01632633,1696,1298,298,2,10,1,26,61,1696,1589,1240,288,2,10,0,4,45,107,58,10,0,0,1,22,16,1696,1589,107,13,60,6,7,3,0,0,0,0,3,0,0,7,4,0,0,2,0,0,0,0,1,0,11,4,5,0,2,10,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,1
"Census Tract 409","Census Tract 409, Rensselaer County, New York","989084","74801","140","00","1","2","36083040900","36","083","18",,"040900",2901,2901,7596.479,0.381887483648573,0.4107683,0.3818875,0.02888083,2901,2042,580,14,20,2,100,143,2901,2586,1927,522,11,17,2,7,100,315,115,58,3,3,0,93,43,2901,2586,315,62,187,8,9,13,0,1,1,2,9,0,0,4,0,0,0,0,1,0,3,0,0,0,32,7,2,0,23,20,1,0,0,0,0,2,4,0,0,1,1,0,0,1,0,0,0,0,5,0,5
"Census Tract 410","Census Tract 410, Rensselaer County, New York","2523626","298777","140","00","1","2","36083041000","36","083","18",,"041000",3827,3827,3927.636,0.974377487463262,1.089736,0.9743775,0.1153584,3827,2572,827,19,57,1,131,220,3827,3428,2411,778,2,47,1,14,175,399,161,49,17,10,0,117,45,3827,3428,399,46,256,3,22,29,3,0,0,0,10,16,0,14,1,2,0,5,0,0,5,0,0,1,29,1,5,0,23,54,12,0,0,1,2,3,1,0,1,1,5,0,0,0,0,0,1,1,23,0,3
"Census Tract 411","Census Tract 411, Rensselaer County, New York","4543008","92740","140","00","1","2","36083041100","36","083","18",,"041100",5423,5423,3091.675,1.75406526980048,1.789872,1.754065,0.03580711,5423,4117,857,20,114,2,136,177,5423,4972,3946,750,14,114,2,6,140,451,171,107,6,0,0,130,37,5423,4972,451,16,354,12,25,10,2,1,2,1,3,1,0,13,0,0,0,8,2,0,2,0,1,0,21,2,2,0,17,114,47,11,0,0,0,19,6,0,0,1,8,0,0,0,8,0,2,0,7,0,5
"Census Tract 412","Census Tract 412, Rensselaer County, New York","2643962","19291","140","00","1","2","36083041200","36","083","18",,"041200",3165,3165,3100.389,1.02083947879295,1.028288,1.020839,0.007448297,3165,2857,134,14,36,3,49,72,3165,3029,2804,122,9,36,3,4,51,136,53,12,5,0,0,45,21,3165,3029,136,37,59,4,10,7,0,1,0,0,0,6,0,5,0,0,0,1,3,1,0,0,0,0,14,5,1,0,8,36,10,0,0,0,0,6,8,0,0,0,5,0,0,0,2,0,0,0,1,2,2
"Census Tract 413","Census Tract 413, Rensselaer County, New York","2983947","0","140","00","1","2","36083041300","36","083","18",,"041300",5633,5633,4889.297,1.15210842675719,1.152108,1.152108,0,5633,4587,268,11,489,2,89,187,5633,5410,4464,254,10,485,0,31,166,223,123,14,1,4,2,58,21,5633,5410,223,32,75,15,21,17,1,6,3,4,1,2,0,42,5,2,2,9,6,1,10,2,5,0,21,9,3,0,9,480,131,0,0,0,0,227,20,0,0,7,44,0,3,11,19,0,10,0,3,0,5
"Census Tract 414","Census Tract 414, Rensselaer County, New York","4828374","172878","140","00","1","2","36083041400","36","083","18",,"041400",3547,3547,1902.646,1.86424570306889,1.930994,1.864246,0.06674857,3547,2828,280,5,334,0,44,56,3547,3429,2769,261,4,334,0,10,51,118,59,19,1,0,0,34,5,3547,3429,118,13,50,4,13,6,2,1,1,1,0,1,0,20,0,0,3,5,6,0,0,0,6,0,12,4,5,0,3,328,69,3,0,0,0,203,14,0,0,2,18,0,0,0,1,1,5,3,3,0,6
"Census Tract 515","Census Tract 515, Rensselaer County, New York","3617446","584411","140","00","1","2","36083051500","36","083","18",,"051500",2628,2628,1881.573,1.39670376851167,1.622346,1.396704,0.2256424,2628,2066,265,10,130,0,20,137,2628,2478,1981,250,8,130,0,2,107,150,85,15,2,0,0,18,30,2628,2478,150,16,90,2,7,5,1,1,0,0,0,3,0,8,1,0,0,5,2,0,0,0,0,0,22,3,2,0,17,127,39,0,0,30,0,5,6,0,0,1,3,2,0,0,30,0,1,0,3,3,4
"Census Tract 516","Census Tract 516, Rensselaer County, New York","4594243","277387","140","00","1","2","36083051600","36","083","18",,"051600",6764,6764,3813.181,1.77384721473613,1.880947,1.773847,0.1070997,6764,5471,485,21,446,0,88,253,6764,6466,5335,443,19,441,0,19,209,298,136,42,2,5,0,69,44,6764,6466,298,39,173,7,7,7,2,0,0,0,0,5,0,26,6,0,6,3,4,0,0,0,7,0,39,4,0,0,35,437,63,0,0,265,0,20,19,0,0,13,9,0,0,2,17,0,0,5,2,4,18
"Census Tract 517.01","Census Tract 517.01, Rensselaer County, New York","159112802","292497","140","00","1","2","36083051701","36","083","18",,"051701",3423,3423,55.71851,61.4337981488717,61.54673,61.4338,0.1129337,3423,3321,24,8,18,2,8,42,3423,3380,3300,16,7,18,1,2,36,43,21,8,1,0,1,6,6,3423,3380,43,11,12,0,0,3,0,1,0,0,0,2,0,5,0,0,0,0,2,3,0,0,0,0,12,5,1,0,6,18,2,0,0,0,0,1,4,0,1,2,3,0,0,0,5,0,0,0,0,0,0
"Census Tract 517.02","Census Tract 517.02, Rensselaer County, New York","4138794","0","140","00","1","2","36083051702","36","083","18",,"051702",3501,3501,2190.867,1.59799736523876,1.597997,1.597997,0,3501,3385,27,8,16,0,13,52,3501,3459,3358,27,8,16,0,2,48,42,27,0,0,0,0,11,4,3501,3459,42,12,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,6,0,1,0,0,0,6,3,1,0,2,16,1,0,0,0,0,6,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0
"Census Tract 518","Census Tract 518, Rensselaer County, New York","159615500","8328909","140","00","1","2","36083051800","36","083","18",,"051800",5735,5735,93.05851,61.6278932566483,64.8437,61.62789,3.21581,5735,5586,27,28,26,0,13,55,5735,5677,5542,25,26,26,0,5,53,58,44,2,2,0,0,8,2,5735,5677,58,20,19,1,0,4,0,1,0,0,2,1,0,8,1,2,0,2,2,0,1,0,0,0,6,2,0,0,4,26,2,0,0,0,0,11,3,0,0,1,8,0,0,0,0,0,0,0,0,0,1
"Census Tract 519.01","Census Tract 519.01, Rensselaer County, New York","104257613","4546357","140","00","1","2","36083051901","36","083","18",,"051901",3968,3968,98.57383,40.2540922969527,42.00945,40.25409,1.755358,3968,3897,20,11,15,1,4,20,3968,3932,3868,20,6,15,0,3,20,36,29,0,5,0,1,1,0,3968,3932,36,7,21,0,0,4,0,1,0,0,1,2,0,3,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,15,1,0,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,5,0,0
"Census Tract 519.02","Census Tract 519.02, Rensselaer County, New York","24587674","929590","140","00","1","2","36083051902","36","083","18",,"051902",3711,3711,390.905,9.49335440936406,9.852271,9.493355,0.3589167,3711,3506,109,7,28,3,3,55,3711,3672,3481,103,7,28,3,2,48,39,25,6,0,0,0,1,7,3711,3672,39,3,20,3,3,5,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,1,0,2,28,4,0,0,0,0,7,4,0,0,2,9,0,0,0,0,0,0,2,0,0,0
"Census Tract 520.02","Census Tract 520.02, Rensselaer County, New York","51019088","282017","140","00","1","2","36083052002","36","083","18",,"052002",1680,1680,85.28533,19.6985808428456,19.80747,19.69858,0.1088874,1680,1626,7,5,9,0,11,22,1680,1666,1622,7,4,8,0,5,20,14,4,0,1,1,0,6,2,1680,1666,14,6,5,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"Census Tract 520.03","Census Tract 520.03, Rensselaer County, New York","31848547","377017","140","00","1","2","36083052003","36","083","18",,"052003",4256,4256,346.1065,12.296793653098,12.44236,12.29679,0.1455671,4256,4033,91,11,62,0,7,52,4256,4181,3975,88,6,60,0,2,50,75,58,3,5,2,0,5,2,4256,4181,75,18,24,11,4,1,0,0,0,1,0,0,0,5,1,0,0,3,0,0,1,0,0,0,12,6,5,0,1,62,15,0,0,0,0,9,13,0,0,2,9,0,0,0,0,0,0,4,4,1,5
"Census Tract 520.04","Census Tract 520.04, Rensselaer County, New York","31990608","66222","140","00","1","2","36083052004","36","083","18",,"052004",6005,6005,486.1701,12.3516433280772,12.37721,12.35164,0.02556846,6005,5630,116,8,123,2,27,99,6005,5896,5564,110,8,123,2,5,84,109,66,6,0,0,0,22,15,6005,5896,109,24,53,1,4,10,0,6,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,16,7,2,0,7,122,25,1,0,0,0,46,5,0,0,4,27,0,0,0,3,0,5,1,2,0,3
"Census Tract 521.01","Census Tract 521.01, Rensselaer County, New York","115825955","3214754","140","00","1","2","36083052101","36","083","18",,"052101",2130,2130,47.629,44.7206519875768,45.96188,44.72065,1.241223,2130,2065,4,6,21,0,1,33,2130,2110,2050,4,6,21,0,0,29,20,15,0,0,0,0,1,4,2130,2110,20,0,4,0,6,1,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,5,1,3,0,1,21,6,0,0,0,0,1,1,0,1,3,8,0,0,0,0,0,0,1,0,0,0
"Census Tract 521.02","Census Tract 521.02, Rensselaer County, New York","107755458","7636","140","00","1","2","36083052102","36","083","18",,"052102",1525,1525,36.65459,41.6046159287225,41.60756,41.60461,0.002948276,1525,1484,5,1,7,0,6,22,1525,1502,1470,5,1,6,0,2,18,23,14,0,0,1,0,4,4,1525,1502,23,6,9,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,7,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Census Tract 521.03","Census Tract 521.03, Rensselaer County, New York","154372103","827472","140","00","1","2","36083052103","36","083","18",,"052103",1880,1880,31.54182,59.6034020234843,59.92289,59.6034,0.3194887,1880,1829,2,3,3,0,8,35,1880,1861,1820,2,1,3,0,1,34,19,9,0,2,0,0,7,1,1880,1861,19,3,7,0,0,8,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Census Tract 522.01","Census Tract 522.01, Rensselaer County, New York","83800038","569487","140","00","1","2","36083052201","36","083","18",,"052201",4530,4530,140.0076,32.3553777083137,32.57526,32.35538,0.2198802,4530,4428,15,5,20,0,15,47,4530,4480,4399,15,3,20,0,2,41,50,29,0,2,0,0,13,6,4530,4480,50,22,15,2,0,4,0,0,1,0,3,0,0,3,0,0,1,0,0,0,0,0,2,0,4,1,2,0,1,20,0,0,0,0,0,7,6,0,1,0,6,0,0,0,0,0,0,0,0,0,0
